 கண்டடைந்தார், 1
 செவ்வொளிக்கு, 1
 அதைத், 2
 எனக்குத்தேவையில்லை, 1
 கண்முன், 1
 ஓடிச், 1
 பிளவுண்ட, 1
 மதலைகளைப், 1
 சோதிக்க, 1
 தசைகளுடன், 1
 புகுந்த, 1
 வைத்தனர், 1
 களத்துக்குச், 1
 வயிற்றை, 1
 அஸிக்னிக்கும், 1
 பார்த்தான், 2
 மடலைக், 1
 நலமும், 1
 பிரம்மத்தின், 1
 கதவின், 1
 அச்சொல்லைத்தேடி, 1
 திரண்டெழுந்த, 1
 பார்த்துவிட்டு, 1
 விலகினார்கள், 1
 சடலங்கள்மீதும், 1
 சமரரே, 1
 எண்ணங்களை, 1
 முற்றம், 1
 மெல்லிய, 3
 வெண்பந்தலாகத், 1
 மடிந்தான், 1
 எண்ணி, 1
 நாகங்களைக், 1
 அப்போதுதான், 3
 கொண்டுவந்து, 1
 கோரினான், 1
 அத்திசையை, 1
 முனிவரைக், 1
 நுழைந்தான், 1
 எழுப்பி, 1
 புகுந்துகொண்டது, 1
 வல்லமையே, 1
 கதை, 1
 படுகளம், 1
 இல்லை, 5
 வயதுவரை, 1
 பார்த்துக்கொண்டிருந்தான், 1
 காமமும், 2
 அடையப்போகும், 1
 தூயவர்களானோம், 1
 நோக்கிச், 1
 ஒருநாள், 2
 வாயில்களேதும், 1
 அப்போது, 2
 மலர்மழையில், 1
 அடக்கம், 1
 காலம், 1
 வடக்குமலைகளில், 1
 மச்சகந்தி, 1
 மூத்தவர்கள், 1
 வியாசவனத்துக்குள், 1
 கசப்பும், 1
 ஆரம்பித்தன, 1
 சொற்களாக, 1
 தூங்கும்போது, 1
 படைதிரட்டி, 1
 அலைந்து, 1
 ஒலித்தாகவேண்டும், 1
 இருந்தன, 2
 பர்வங்களாக, 1
 வசிஷ்டன், 1
 எந்த, 1
 இறந்தகாலத்தையே, 1
 வாழ்வதற்காக, 1
 எழுந்து, 12
 கண்களால், 1
 தன், 22
 பிதாமகரே, 1
 கை, 2
 நீரோடும், 1
 வேள்விகள், 1
 யமுனையை, 1
 ஆணையை, 1
 அதுமட்டுமேயாகி, 1
 நலன்களும், 1
 மூங்கில்தூண்கள், 1
 எளியதல்ல, 1
 உடலெங்கும், 1
 குடல்போல, 1
 கரையில், 1
 செய்ததன், 1
 அனைத்தையும், 3
 தர்ப்பைப்பரப்பு, 1
 பார்த்திருந்தாள், 1
 மணம்செய்து, 1
 வகுத்த, 1
 குருதியில், 1
 பிறந்ததற்கான, 1
 சென்றேன், 1
 கடிபடும், 1
 தலைகுலுக்கி, 1
 குழந்தைகளை, 1
 வந்தபோது, 1
 பாம்புகளாகியது, 1
 அர்ப்பணம், 1
 வெளிவந்து, 1
 சேர்ந்தவர், 1
 போல், 1
 அன்னமும், 1
 தமோ, 2
 வண்ண, 2
 நோன்புணவுக்காக, 1
 புழுதிபடிய, 1
 யுயுத்சுவிடம், 1
 செங்கோலைத், 1
 மலைத்தேனை, 1
 அரசநாகமான, 1
 வாய்திறந்து, 1
